loss,accuracy,val_loss,val_accuracy,lr
0.2975752055644989,0.8744248747825623,4.894534111022949,0.5,0.001
0.23061580955982208,0.910467803478241,9.529738426208496,0.5,0.001
0.2179313451051712,0.9144938588142395,4.82581090927124,0.5,0.001
0.19826816022396088,0.9183282256126404,7.175103187561035,0.5,0.001
0.18204987049102783,0.9302147030830383,4.8938117027282715,0.5,0.001
0.15397909283638,0.9415260553359985,4.214573383331299,0.5,0.0005
0.15119151771068573,0.9430598020553589,1.69244384765625,0.375,0.0005
0.1396327167749405,0.9467024803161621,1.001082181930542,0.4375,0.0005
0.14830751717090607,0.941717803478241,4.570943355560303,0.5,0.0005
0.13708090782165527,0.9472776055335999,0.8711930513381958,0.5,0.0005
0.1423358917236328,0.943443238735199,3.7592685222625732,0.4375,0.0005
0.13732175529003143,0.9488113522529602,2.2522614002227783,0.5,0.0005
