loss,accuracy,val_loss,val_accuracy,lr
0.2777503430843353,0.8759585618972778,2.8617215156555176,0.5,1e-04
0.20289292931556702,0.9102760553359985,4.972480773925781,0.5,1e-04
0.19629208743572235,0.9200536608695984,3.9537954330444336,0.5,1e-04
0.157493457198143,0.9338573813438416,2.654447555541992,0.5,5e-05
0.14717552065849304,0.9405674934387207,0.6296098828315735,0.75,5e-05
0.14843033254146576,0.9419094920158386,0.9137371778488159,0.5625,5e-05
0.1372728943824768,0.9467024803161621,1.1110975742340088,0.625,5e-05
0.12071464210748672,0.9513036608695984,1.7660413980484009,0.5,2.5e-05
0.11284992843866348,0.9560966491699219,0.1940906047821045,0.9375,2.5e-05
0.10703183710575104,0.956863522529602,0.8631726503372192,0.75,2.5e-05
0.10782596468925476,0.9593558311462402,0.49207237362861633,0.75,2.5e-05
0.10411606729030609,0.9612730145454407,0.8262233734130859,0.6875,1.25e-05
