loss,accuracy,val_loss,val_accuracy,lr
0.2857498824596405,0.8719325065612793,7.222806930541992,0.5,0.001
0.22256827354431152,0.9097009301185608,12.494932174682617,0.5,0.001
0.2015308141708374,0.9169861674308777,12.428070068359375,0.5,0.001
0.17000579833984375,0.9351993799209595,2.1589133739471436,0.5,0.0005
0.15737614035606384,0.9413343667984009,1.3233524560928345,0.625,0.0005
0.15044313669204712,0.9413343667984009,3.055250883102417,0.5625,0.0005
0.14158357679843903,0.9438266754150391,3.0273802280426025,0.625,0.0005
0.12407821416854858,0.9560966491699219,0.7211419343948364,0.6875,0.00025
0.12250262498855591,0.9534125924110413,1.1449092626571655,0.625,0.00025
0.12910525500774384,0.9557132124900818,0.7221612334251404,0.75,0.00025
0.10955728590488434,0.9593558311462402,0.5719661712646484,0.75,0.000125
0.11393982172012329,0.9560966491699219,2.4705004692077637,0.5625,0.000125
